muse_id,page_id,sentence_id,example_id,indicator_code,session_id,ann_ex_tokens,page_tokens,sem_similarity,token_n,lemma_n,ann_overlap_lemma,ann_overlap_token,example_len,txt_overlap_lemma,txt_overlap_token,ann_overlap_criticwords,lemmatoken_n,ann_overlap_tokenlemma,txt_overlap_tokenlemma,indicator_code_closed_indef,indicator_code_closed_perm,indicator_code_finance_health,indicator_code_funding_did_not_get,indicator_code_funding_fundraise,indicator_code_funding_gov_emer,indicator_code_funding_other_emer,indicator_code_lang_difficulty,indicator_code_made_covid_safe,indicator_code_online_engag,indicator_code_online_event,indicator_code_online_exhib,indicator_code_open_cafe,indicator_code_open_cur,indicator_code_open_onlineshop,indicator_code_project_postpone,indicator_code_reopen_intent,indicator_code_reopen_plan,indicator_code_staff_hiring,indicator_code_staff_restruct,indicator_code_staff_working,overlap_bin,valid_match
mm.domus.YH131,530518,mus_page530518_sent00026,ann_ex_00059,funding_did_not_get,20210304,charity we receive no core government funding,no events activities taking place,0.7276,1,1,0.14286,0.14286,7,0.2,0.2,0.5,1,0.142857143,0.2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"(0.0, 0.45]",F
mm.domus.SE309,490107,mus_page490107_sent00098,ann_ex_00190,online_exhib,20210304,online collection,horniman today thursday january announced our find more collections climate ecology,0.5798,0,1,0.5,0,2,0.09091,0,0.5,1,0.5,0.09091,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"(0.45, 1.01]",F
mm.wiki.162,633925,mus_page633925_sent00029,ann_ex_00170,online_engag,20210304,subscribe newsletter,subscribe our newsletter stay date online events touring exhibitions,0.6505,2,2,1,1,2,0.22222,0.22222,1,2,1,0.22222,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"(0.45, 1.01]",T
mm.ace.1104,22684,mus_page22684_sent00007,ann_ex_00133,lang_difficulty,20210304,difficult time,directions opening times prices temporary closure thinktank currently remains closed,0.6109,0,1,0.5,0,2,0.1,0,0.5,1,0.5,0.1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"(0.45, 1.01]",F
mm.domus.SE454,625371,mus_page625371_sent00051,ann_ex_00031,closed_cur,20210304,currently closed line government restrictions,crawley museum currently closed public lockdown restrictions,0.7606,3,3,0.6,0.6,5,0.42857,0.42857,0.66667,3,0.6,0.42857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"(0.45, 1.01]",T
mm.domus.WM099,672548,mus_page672548_sent00017,ann_ex_00071,funding_fundraise,20210304,just giving page help secure future,backstool given new lease life april,0.6933,0,1,0.16667,0,6,0.16667,0,0.5,1,0.166666667,0.16667,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"(0.0, 0.45]",F
mm.misc.223,496815,mus_page496815_sent00063,ann_ex_00059,funding_did_not_get,20210304,charity we receive no core government funding,information services home visit place learn advice support grants funding archives research,0.8117,1,1,0.14286,0.14286,7,0.08333,0.08333,0.5,1,0.142857143,0.08333,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"(0.0, 0.45]",F
mm.ace.1294,346227,mus_page346227_sent00096,ann_ex_00060,funding_did_not_get,20210304,rely solely generosity our members public,become member today you can explore our outdoor places park most our car parks free charge,0.7511,1,2,0.33333,0.16667,6,0.125,0.0625,0.33333,2,0.333333333,0.125,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"(0.0, 0.45]",F
mm.hha.183,18594,mus_page18594_sent00004,ann_ex_00188,online_exhib,20210304,online letters,online shop stay,0.6612,1,1,0.5,0.5,2,0.33333,0.33333,0.5,1,0.5,0.33333,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"(0.45, 1.01]",F
mm.domus.SE340,754488,mus_page754488_sent00092,ann_ex_00133,lang_difficulty,20210304,difficult time,lowewood museum received grant which will used to fund setting trust to take running museum part time curator to manage collection temporary exhibitions making museum covid-19 secure,0.7117,1,1,0.5,0.5,2,0.03704,0.03704,0.5,1,0.5,0.03704,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"(0.45, 1.01]",F
mm.domus.WA077,13600,mus_page13600_sent00152,ann_ex_00190,online_exhib,20210304,online collection,collections opens new window,0.6067,0,1,0.5,0,2,0.25,0,0.5,1,0.5,0.25,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"(0.45, 1.01]",F
mm.domus.EM063,45451,mus_page45451_sent00038,ann_ex_00195,open_cafe,20210304,our cafe open,it opened public museum,0.7063,0,1,0.33333,0,3,0.25,0,0.5,1,0.333333333,0.25,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"(0.0, 0.45]",F
mm.domus.SE155,179159,mus_page179159_sent00015,ann_ex_00024,closed_cur,20210304,will closed national lockdown,close welcome norris museum norris museum,0.473,0,1,0.25,0,4,0.16667,0,0.5,1,0.25,0.16667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"(0.0, 0.45]",F
mm.domus.SW074,306589,mus_page306589_sent00029,ann_ex_00103,funding_fundraise,20210304,make donation,opening dates museum open pm free entry donations encouraged,0.6976,0,1,0.5,0,2,0.11111,0,0.5,1,0.5,0.11111,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"(0.45, 1.01]",T
mm.domus.EM090,278686,mus_page278686_sent00011,ann_ex_00025,closed_cur,20210304,currently closed line government restrictions,we working hard to reopen many our places where it safe to so however tattershall castle closed,0.7342,1,1,0.2,0.2,5,0.05882,0.05882,0.33333,1,0.2,0.05882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"(0.0, 0.45]",T
mm.domus.SW202,422158,mus_page422158_sent00045,ann_ex_00050,finance_health,20210304,enables us to continue confidence,your purchases support enable us to continue to care nature beauty history we miss,0.8975,3,4,0.8,0.6,5,0.28571,0.21429,0.5,4,0.8,0.28571,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"(0.45, 1.01]",T
mm.domus.WM065,22663,mus_page22663_sent00001,ann_ex_00056,funding_did_not_get,20210304,covid not receiving support,birmingham museums schools contact support,0.6122,1,1,0.25,0.25,4,0.2,0.2,0.33333,1,0.25,0.2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"(0.0, 0.45]",F
mm.domus.EM093,47940,mus_page47940_sent00176,ann_ex_00195,open_cafe,20210304,our cafe open,you might also like jobs opens new window,0.6939,0,1,0.33333,0,3,0.125,0,0.5,1,0.333333333,0.125,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"(0.0, 0.45]",F
mm.domus.NW168,359854,mus_page359854_sent00037,ann_ex_00190,online_exhib,20210304,online collection,conservation caring our collections,0.5648,0,1,0.5,0,2,0.25,0,0.5,1,0.5,0.25,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"(0.45, 1.01]",F
mm.domus.NW008,439869,mus_page439869_sent00081,ann_ex_00170,online_engag,20210304,subscribe newsletter,data protection newsletter signup,0.6393,1,1,0.5,0.5,2,0.25,0.25,1,1,0.5,0.25,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"(0.45, 1.01]",T
mm.domus.SW160,489160,mus_page489160_sent00018,ann_ex_00195,open_cafe,20210304,our cafe open,next major event click here to find more information next major event museum how to find us click map directions helicopter museum open cockpit days,0.71,1,1,0.33333,0.33333,3,0.04,0.04,0.5,1,0.333333333,0.04,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"(0.0, 0.45]",F
mm.wiki.058,366713,mus_page366713_sent00033,ann_ex_00133,lang_difficulty,20210304,difficult time,thank you your continued support interest challenging time,0.8149,1,1,0.5,0.5,2,0.125,0.125,0.5,1,0.5,0.125,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"(0.45, 1.01]",T
mm.domus.SE005,528751,mus_page528751_sent00031,ann_ex_00234,reopen_intent,20210304,will reopen fully in,when safe to so our gallery will reopen present an expanded comprehensive art library archives lower floor,0.8155,2,2,0.5,0.5,4,0.11765,0.11765,1,2,0.5,0.11765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"(0.45, 1.01]",T
mm.domus.SE340,754488,mus_page754488_sent00007,ann_ex_00276,staff_working,20210304,you queries please contact,trustee recruitment pack information volunteering please contact chairman trust david dent david.dent503@ntlworld.com,0.6993,2,2,0.5,0.5,4,0.16667,0.16667,0.5,2,0.5,0.16667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"(0.45, 1.01]",F
mm.domus.SC281,132796,mus_page132796_sent00045,ann_ex_00042,closed_indef,20210304,museum closed further notice,following latest scottish government guidelines national museum rural life now closed further notice,0.8243,4,4,1,1,4,0.30769,0.30769,1,4,1,0.30769,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"(0.45, 1.01]",T
mm.ace.1292,214564,mus_page214564_sent00031,ann_ex_00026,closed_cur,20210304,currently closed government advice,museum closed public end february prior moving kneller hall,0.7235,1,1,0.25,0.25,4,0.11111,0.11111,0.33333,1,0.25,0.11111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"(0.0, 0.45]",T
mm.aim.0040,529482,mus_page529482_sent00067,ann_ex_00275,staff_working,20210304,please contact museum information,visit advice page atholl country life museum museums blair atholl perthshire,0.6761,1,1,0.25,0.25,4,0.09091,0.09091,0.5,1,0.25,0.09091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"(0.0, 0.45]",F
mm.domus.SW190,72091,mus_page72091_sent00072,ann_ex_00133,lang_difficulty,20210304,difficult time,it may possible to open other times groups visitors,0.783,0,1,0.5,0,2,0.11111,0,0.5,1,0.5,0.11111,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"(0.45, 1.01]",F
mm.ace.1116,664564,mus_page664564_sent00042,ann_ex_00007,closed_cur,20210304,to close doors,coronavirus covid-19 medical museum will closed further notice,0.6527,0,1,0.33333,0,3,0.125,0,0.5,1,0.333333333,0.125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"(0.0, 0.45]",T
mm.domus.EM095,715533,mus_page715533_sent00137,ann_ex_00025,closed_cur,20210304,currently closed line government restrictions,canons ashby prices close whole property gift aid,0.6134,0,1,0.2,0,5,0.125,0,0.33333,1,0.2,0.125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"(0.0, 0.45]",F
mm.domus.SC133,19988,mus_page19988_sent00018,ann_ex_00185,online_event,20210304,online event,donation online contact,0.7604,1,1,0.5,0.5,2,0.33333,0.33333,0.5,1,0.5,0.33333,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"(0.45, 1.01]",F
mm.misc.184,425600,mus_page425600_sent00003,ann_ex_00189,online_exhib,20210304,online exhibition,online degrees part time study finance funding,0.5737,1,1,0.5,0.5,2,0.14286,0.14286,0.5,1,0.5,0.14286,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"(0.45, 1.01]",F
mm.domus.SW208,175670,mus_page175670_sent00122,ann_ex_00023,closed_cur,20210304,we taken hard decision to remain closed,hill closed shop closed thursday,0.6342,1,1,0.14286,0.14286,7,0.2,0.2,1,1,0.142857143,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"(0.0, 0.45]",F
mm.domus.YH160,717507,mus_page717507_sent00069,ann_ex_00024,closed_cur,20210304,will closed national lockdown,close general family access general garden lower fields car park toilets will open monday march open days week closed thursday friday,0.7557,2,2,0.5,0.5,4,0.09524,0.09524,0.5,2,0.5,0.09524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"(0.45, 1.01]",F
mm.domus.NW176,623365,mus_page623365_sent00191,ann_ex_00197,open_cur,20210304,now open careful visitors,collections opens new window,0.64,0,1,0.25,0,4,0.25,0,0.5,1,0.25,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"(0.0, 0.45]",F
mm.domus.SW088,544272,mus_page544272_sent00176,ann_ex_00185,online_event,20210304,online event,some exhibitions events may charge,0.6957,0,1,0.5,0,2,0.2,0,0.5,1,0.5,0.2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"(0.45, 1.01]",F
mm.domus.SE410,823423,mus_page823423_sent00033,ann_ex_00195,open_cafe,20210304,our cafe open,however anyone especially keen to visit normal opening can resumed we willing to open appointment only you would like to please email,0.6953,1,1,0.33333,0.33333,3,0.04545,0.04545,0.5,1,0.333333333,0.04545,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"(0.0, 0.45]",F
mm.domus.SW186,146748,mus_page146748_sent00050,ann_ex_00198,open_cur,20210304,you would like to visit museum please contact make prior arrangements,view archives blog keep date latest news museum team,0.7317,1,1,0.09091,0.09091,11,0.11111,0.11111,0.5,1,0.090909091,0.11111,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"(0.0, 0.45]",F
mm.domus.YH162,394860,mus_page394860_sent00007,ann_ex_00041,closed_indef,20210304,closed further notice,time trap closed current restrictions time trap museum closed further notice,0.8699,3,3,1,1,3,0.27273,0.27273,1,3,1,0.27273,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"(0.45, 1.01]",T
mm.aim82NM.032,784665,mus_page784665_sent00020,ann_ex_00137,lang_difficulty,20210304,impact it will ability to protect special place could too much,situated strategic location it involved much turbulent history highlands,0.7312,2,2,0.18182,0.18182,11,0.22222,0.22222,0.33333,2,0.181818182,0.22222,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"(0.0, 0.45]",F
mm.misc.219,710042,mus_page710042_sent00030,ann_ex_00257,reopen_plan,20210304,we currently plan to re open,way routes to ground floor east range first floor gatehouse east ranges grounds including old castle exhibition space closed introductory video will available qr code spot mangonel shop toilets car park visitors only some areas facilities will remain closed now we phased approach re opening we work to make them safe,0.8598,3,3,0.5,0.5,6,0.05882,0.05882,0.5,3,0.5,0.05882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"(0.45, 1.01]",T
mm.domus.NE078,62799,mus_page62799_sent00026,ann_ex_00144,lang_difficulty,20210304,we need help to keep afloat,how your support helps our appeals appeal,0.7971,0,1,0.16667,0,6,0.14286,0,0.5,1,0.166666667,0.14286,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"(0.0, 0.45]",T
mm.domus.SE310,470657,mus_page470657_sent00033,ann_ex_00206,open_onlineshop,20210304,visit our online shop,meantime why not try our museum home activities follow link below to explore our online collection,0.8361,2,2,0.5,0.5,4,0.125,0.125,0.5,2,0.5,0.125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"(0.45, 1.01]",F
mm.misc.134,936487,mus_page936487_sent00034,ann_ex_00170,online_engag,20210304,subscribe newsletter,subscribe war horse valley newsletter,0.6383,2,2,1,1,2,0.4,0.4,1,2,1,0.4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"(0.45, 1.01]",T
mm.hha.046,869786,mus_page869786_sent00034,ann_ex_00185,online_event,20210304,online event,durdle door circular family stroll dorset tea photography competition charity events,0.5917,0,1,0.5,0,2,0.09091,0,0.5,1,0.5,0.09091,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"(0.45, 1.01]",F
mm.domus.SE309,490107,mus_page490107_sent00052,ann_ex_00103,funding_fundraise,20210304,make donation,find more collections make,0.6838,1,1,0.5,0.5,2,0.25,0.25,0.5,1,0.5,0.25,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"(0.45, 1.01]",F
mm.mgs.394,1040220,mus_page1040220_sent00021,ann_ex_00042,closed_indef,20210304,museum closed further notice,centre still closed covid restrictions society excited to offer visitors opportunity to see displays online small charge comfort your own home,0.7664,1,1,0.25,0.25,4,0.04762,0.04762,0.5,1,0.25,0.04762,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"(0.0, 0.45]",T
mm.domus.SE159,488906,mus_page488906_sent00027,ann_ex_00190,online_exhib,20210304,online collection,explore online print,0.7609,1,1,0.5,0.5,2,0.33333,0.33333,0.5,1,0.5,0.33333,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"(0.45, 1.01]",T
mm.domus.SE218,196611,mus_page196611_sent00146,ann_ex_00275,staff_working,20210304,please contact museum information,there some restrictions building please contact us making special journey,0.7696,2,2,0.5,0.5,4,0.2,0.2,0.5,2,0.5,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"(0.45, 1.01]",T
mm.domus.SE310,470657,mus_page470657_sent00028,ann_ex_00018,closed_cur,20210304,now closed covid,close hollytrees museum,0.5701,0,1,0.33333,0,3,0.33333,0,0.5,1,0.333333333,0.33333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"(0.0, 0.45]",F
mm.aim.0724,846330,mus_page846330_sent00010,ann_ex_00246,reopen_intent,20210304,look forward welcoming you again soon,next village school high street well worth visit you area,0.7656,1,1,0.16667,0.16667,6,0.1,0.1,0.33333,1,0.166666667,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"(0.0, 0.45]",F
mm.domus.SC031,8169,mus_page8169_sent00124,ann_ex_00183,online_event,20210304,live online,view kelvingrove art gallery museum google maps events exhibits kelvingrove art gallery museum our eyes looking art lived experience free kelvingrove art gallery museum mon jun we,0.5683,0,1,0.5,0,2,0.03704,0,0.5,1,0.5,0.03704,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"(0.45, 1.01]",F
mm.domus.SC160,455024,mus_page455024_sent00021,ann_ex_00244,reopen_intent,20210304,will reopen,our news renfrewshire heritage centre to reopen part covid-19 recovery paisley textile heritage gets major boost national lottery funding,0.5871,1,1,0.5,0.5,2,0.05263,0.05263,1,1,0.5,0.05263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"(0.45, 1.01]",T
mm.aim.0054,569287,mus_page569287_sent00038,ann_ex_00246,reopen_intent,20210304,look forward welcoming you again soon,read more dogs dogs leads welcome castle grounds armstrong aviation museum tack room café victorian stables,0.6278,0,1,0.16667,0,6,0.0625,0,0.33333,1,0.166666667,0.0625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"(0.0, 0.45]",F
mm.domus.WA009,922540,mus_page922540_sent00040,ann_ex_00202,open_onlineshop,20210304,purchases will processed dispatched,we provide help support museum development educational use support new developments arrange promote lectures events raise money purchasing suitable items display research download membership form,0.5906,0,1,0.25,0,4,0.04,0,0.5,1,0.25,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"(0.0, 0.45]",F
mm.wiki.288,492335,mus_page492335_sent00028,ann_ex_00057,funding_did_not_get,20210304,no core funding,there no entry fee donations appreciated,0.6661,1,1,0.33333,0.33333,3,0.16667,0.16667,0.5,1,0.333333333,0.16667,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"(0.0, 0.45]",F
mm.mgs.386,651790,mus_page651790_sent00001,ann_ex_00182,online_event,20210304,home lecture,toggle navigation home,0.4078,1,1,0.5,0.5,2,0.33333,0.33333,0.5,1,0.5,0.33333,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"(0.45, 1.01]",F
mm.wiki.342,639591,mus_page639591_sent00088,ann_ex_00189,online_exhib,20210304,online exhibition,celebrated moorcroft patterns can admired polished oak cabinets created liberty co. their own exhibition,0.529,1,1,0.5,0.5,2,0.07143,0.07143,0.5,1,0.5,0.07143,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"(0.45, 1.01]",F
mm.aim.0420,520519,mus_page520519_sent00018,ann_ex_00007,closed_cur,20210304,to close doors,museum currently closed current coronavirus situation havering museum following government guidelines regrets it will now closed public it felt safe to reopen,0.7402,1,2,0.66667,0.33333,3,0.09091,0.04545,0.5,2,0.666666667,0.09091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"(0.45, 1.01]",T
mm.musa.263,766917,mus_page766917_sent00032,ann_ex_00252,reopen_intent,20210304,we ’ll open again guidance changes,we will post dates we allowed to open,0.8931,2,3,0.5,0.33333,6,0.375,0.25,0.5,3,0.5,0.375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"(0.45, 1.01]",T
mm.New.103,601250,mus_page601250_sent00148,ann_ex_00189,online_exhib,20210304,online exhibition,shorsh ’s display art studio exhibition reveals range delightful artistic practices miniature paintings installations carpet weaving,0.6409,1,1,0.5,0.5,2,0.0625,0.0625,0.5,1,0.5,0.0625,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"(0.45, 1.01]",F
mm.domus.SE166,624306,mus_page624306_sent00016,ann_ex_00219,reopen_intent,20210304,open soon possible,we hope to welcome you back soon possible,0.8654,2,2,0.66667,0.66667,3,0.25,0.25,0.5,2,0.666666667,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"(0.45, 1.01]",T
mm.aim.0447,470518,mus_page470518_sent00009,ann_ex_00111,funding_fundraise,20210304,your help needed covid,you use amazon shopping go www.smile.amazon.co.uk select hollycombe working steam museum your chosen charity,0.7569,1,1,0.25,0.25,4,0.07143,0.07143,0.33333,1,0.25,0.07143,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"(0.0, 0.45]",F
mm.ace.1294,346227,mus_page346227_sent00061,ann_ex_00161,lang_difficulty,20210304,these unprecedented times we need support more ever,agatha greenway agatha christie known locally her married name mrs mallowan her time spent her holiday home greenway quality time family away public eye,0.647,0,1,0.125,0,8,0.04167,0,1,1,0.125,0.04167,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"(0.0, 0.45]",F
mm.domus.NI008,983496,mus_page983496_sent00050,ann_ex_00193,online_exhib,20210304,online exhibition now live,"french online exhibition xml version=""1.0 encoding=""utf-8",0.6999,2,2,0.5,0.5,4,0.33333,0.33333,1,2,0.5,0.33333,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"(0.45, 1.01]",T
mm.domus.YH170,476778,mus_page476778_sent00118,ann_ex_00264,staff_hiring,20210304,interested volunteering,meet our volunteers,0.6587,0,1,0.5,0,2,0.33333,0,1,1,0.5,0.33333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"(0.45, 1.01]",F
mm.wiki.065,191896,mus_page191896_sent00088,ann_ex_00195,open_cafe,20210304,our cafe open,we collect statistics including email opens clicks using industry standard technologies such clear gifs to help us improve our newsletter content making it more interesting relevant,0.6514,1,2,0.66667,0.33333,3,0.07692,0.03846,0.5,2,0.666666667,0.07692,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"(0.45, 1.01]",F
mm.domus.SC048,290051,mus_page290051_sent00068,ann_ex_00157,lang_difficulty,20210304,these will undoubtedly difficult times,no matter how much time you we ’re truly grateful your support,0.8579,0,1,0.2,0,5,0.08333,0,0.5,1,0.2,0.08333,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"(0.0, 0.45]",F
mm.domus.SE330,764256,mus_page764256_sent00057,ann_ex_00180,online_event,20210304,online events,no events diary,0.7305,1,1,0.5,0.5,2,0.33333,0.33333,0.5,1,0.5,0.33333,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"(0.45, 1.01]",F
mm.domus.SE218,196611,mus_page196611_sent00086,ann_ex_00153,lang_difficulty,20210304,difficult time,book your visiting time,0.734,1,1,0.5,0.5,2,0.25,0.25,0.5,1,0.5,0.25,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"(0.45, 1.01]",F
mm.misc.137,611056,mus_page611056_sent03530,ann_ex_00259,staff_hiring,20210304,click here to find more these posts,optional post to cancel email,0.7266,1,2,0.28571,0.14286,7,0.4,0.2,1,2,0.285714286,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"(0.0, 0.45]",F
mm.domus.NW170,262272,mus_page262272_sent00229,ann_ex_00086,funding_fundraise,20210304,you can make donation directly charity selecting an amount,national trust registered charity heelis kemble drive swindon sn2 2na manage cookies,0.4931,1,1,0.11111,0.11111,9,0.08333,0.08333,0.5,1,0.111111111,0.08333,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"(0.0, 0.45]",F
mm.New.70,297193,mus_page297193_sent00023,ann_ex_00061,funding_did_not_get,20210304,museum not receive government lottery funding,not listed building mill significance its history heritage importance local community hundreds years,0.7353,1,1,0.16667,0.16667,6,0.07692,0.07692,0.5,1,0.166666667,0.07692,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"(0.0, 0.45]",F
mm.domus.SE095,435350,mus_page435350_sent00011,ann_ex_00006,closed_cur,20210304,currently we closed covid restrictions,reddit opening times museum temporarily closed,0.7189,1,1,0.2,0.2,5,0.16667,0.16667,0.5,1,0.2,0.16667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"(0.0, 0.45]",T
mm.domus.WA098,188987,mus_page188987_sent00022,ann_ex_00182,online_event,20210304,home lecture,we encourage everybody to follow latest restrictions stay home,0.5988,1,1,0.5,0.5,2,0.11111,0.11111,0.5,1,0.5,0.11111,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"(0.45, 1.01]",F
mm.domus.NW027,249004,mus_page249004_sent00146,ann_ex_00006,closed_cur,20210304,currently we closed covid restrictions,car park mill shop closed wednesday,0.5984,1,1,0.2,0.2,5,0.16667,0.16667,0.5,1,0.2,0.16667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"(0.0, 0.45]",F
mm.New.59,786725,mus_page786725_sent00049,ann_ex_00184,online_event,20210304,forthcoming online events,an idyllic narrow gauge steam railway museum provide backdrop weddings parties conferences special events,0.5866,1,1,0.33333,0.33333,3,0.07143,0.07143,0.5,1,0.333333333,0.07143,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"(0.0, 0.45]",F
mm.hha.086,459445,mus_page459445_sent00014,ann_ex_00185,online_event,20210304,online event,ethos events volunteering restaurant shop contact press pr accessibility,0.6912,0,1,0.5,0,2,0.11111,0,0.5,1,0.5,0.11111,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"(0.45, 1.01]",F
