
"Market Lavington Museum","SN10 4DT","1984"
"Markfield Beam Engine And Museum","N15 4RB","1984"
"Marlipins Museum","BN43 5DA","1928"
"Marlow Museum","SL7 2AE","2009"
"Marshalls Humber Car Museum","HU8 8BB","1974"
"Marshland Maritime Museum","PE34 4AA","2004"
"Martham Countryside Collection","NR29 4PQ","1977"
"Martlesham Heath Control Tower Museum","IP5 3UX","2000"
"Marton Museum Of Country Bygones","CV23 9RG","1964"
"Mary Ardens House And Shakespeares Countryside Museum","CV37 9UN","1930"
"Mary Newman's Cottage","PL12 4DW","1984"
"Mary Queen Of Scots House & Visitor Centre","TD8 6EN","1929"
"Maryport Maritime Museum","CA15 6AB","1974"
"Masonic Museum Of Staffordshire","ST9 0EP","1960-2017"
"Mathewson's Motor Museum","YO18 7LH","1993-1994"
"Maud Railway Museum","AB45 2ND","1995"
"Maurice Dobson Museum","S73 9JZ","2001"
"Mawthorpe Bygones Museum","LN13 9LU","1955"
"Maxwelton House","DG3 4DX","1985"
"Mcc Museum","NW8 8QN","1953"
"Mcdouall Stuart Museum","KY1 2TP","1975"
"Mckechnie Institute","KA26 9AE","1982"
"Mclean Museum And Art Gallery","PA16 8JX","1876"
"Mcmullen & Sons Brewery Museum","SG14 1RD","1979"
"Measham Museum","DE12 7HZ","1992"
"Mechanical Memories Museum","BN2 1TD","1994"
"Mechanical Music Museum","GL54 3ET","1985"
"Medieval Undercroft","GU1 3HE","1960-2017"
"Medway Heritage Centre","ME4 4TX","1978"
"Meigle Sculptured Stone Museum","PH12 8SB","1949"
"Melbourne Hall & Gardens","DE73 8EN","1953"
"Melford Hall","CO10 9AH","1960"
"Mellerstain House","TD3 6LG","1945-1960"
"Melrose Motor Museum","TD6 9LW","1982"
"Melton Carnegie Museum","LE13 1RB","1977"
"Menai Bridge Heritage Centre","LL59 5EA","2007"
"Mental Health Museum","WF1 3SP","1974"
"Meols Hall","PR9 7LZ","1960-2017"
"Meopham Windmill","DA13 0QA","1969"
"Mercer Art Gallery","HG1 2SA","1930"
"Mercer Museum And Art Gallery","BB5 5PN","1915"
"Merchant Adventurers Hall","YO1 9XD","1903"
"Merchants House Museum","PL1 2AX","1977"
"Mere Museum","BA12 6JA","1970"
"Mersea Island Museum","CO5 8QD","1976"
"Merseyside Fire & Rescue Museum","L30 4YD","1973"
"Merseyside Maritime Museum","L3 4AQ","1980"
"Merseyside Museum of Labour History","L3 8EN","1986"
"Mervyn Quinlan Museum","TN17 4AX","1945-2006"
"Mesolithic Museum","RH5 6JD","1950-1973"
"Metheringham Airfield Visitor Centre","LN4 3WF","1994"
"Methil Heritage Centre","KY8 3EQ","1991"
"Metropolitan Police Mounted Branch Museum","KT8 0BT","1986"
"Metropolitan Police Museum","SW1H 0BG","1945-1999"
"Metropolitan Police Service Heritage Centre","SW6 1TR","2009"
"Metropolitan Traffic Police Museum","TW12 2AX","1960-2003"
"Mevagissey Museum","PL26 6QR","1968"
"Michael Bruce Cottage Museum","KY13 9HL","1906"
"Michelham Priory","BN27 3QS","1959"
"Micklegate Bar Museum - Henry VII Experience","YO1 6JX","2010"
"Mid Hants Railway - Watercress Line Steam Railway","SO24 9JG","1973"
"Mid Suffolk Light Railway Museum","IP14 5PW","1990"
"Mid-Antrim Museum","BT43 5EJ","1990"
"Mid-Norfolk Railway / County School Station","NR20 5LE","1998"
"Middleport Pottery","ST6 3PE","2014"
"Middlesbrough Art Gallery","TS1 3QY","1958"
"Middlesbrough Institute Of Modern Art (MIMA)","TS1 2AZ","2007"
"Middleton Railway Museum","LS10 2JQ","1960-2017"
"Middleton Top Engine House","DE4 4LS","1960-2017"
"Midhurst Museum","GU29 9DQ","2011"
"Midland Air Museum","CV3 4FR","1978"
"Midland Motor Museum","WV15 6DT","1978"
"Midland Railway Centre","DE5 3QZ","1969"
"Migration Museum","SE13 7HB","2020"
"Mildenhall And District Museum","IP28 7EX","1951"
"Milestones - Hampshires Living History Museum","RG22 6PG","2000"
"Milford Haven Heritage And Maritime Museum","SA73 3AF","1986"
"Milford House Museum","BT60 3PD","1960-2017"
"Militaria Museum","EX23 8LG","1960-1984"
"Military Heritage Museum","BN7 2ND","1977"
"Military Intelligence Museum","SG17 5PR","1967"
"Military Museum (Kings Lynn)","PE30 5EG","2013"
"Military Museum Scotland","EH27 8EJ","2017"
"Military Museum","IP30 9AE","1998"
"Military Vehicle Museum","NE2 4PZ","1983"
"Military Vehicles Museum","TR10 9JU","1975-1979"
"Military Wireless Museum","DY11 6PL","2011"
"Mill Green Museum And Mill","AL9 5PD","1974"
"Mill Meece Pumping Station","ST21 6QU","1981"
"Millgate Museum","NG24 4TS","1976"
"Millom Discovery Centre","LA18 5AA","1973"
"Mills Observatory","DD2 2UB","1935"
"Milton Chantry Heritage Centre","DA12 2BH","1945-1955"
"Milton Keynes Museum","MK12 5EL","1972"
"Milton Manor House","OX14 4EN","1955"
"Minera Lead Mines","LL11 3DU","1993"
"Minerva Arts Centre/the Quilt Association","SY186BY","1998"
"Mining Art Museum","DL14 7NP","2017"
"Minories Art Gallery","CO1 1UE","1900-1960"
"Minster Abbey Gatehouse Museum","ME12 2HW","1981"
"Mintlaw Discovery Centre","AB42 5EE","2005"
"Minton Museum","ST4 7QD","1960-2001"
"Mirehouse","CA12 4QE","1981"
"Moat Park Heritage Centre","ML12 6DT","1988"
"Model Farm Folk Museum and Craft Centre","NP16 6NZ","1975"
"Modern One","EH4 3DR","1960"
"Modern Two","EH4 3DS","1999"
"Moelfre Rnli Seawatch","LL72 8HY","1990"
"Moffat Museum","DG10 9EG","1984"
"Moggerhanger Park","MK44 3RW","1960-2017"
"Moira Furnace Museum","DE12 6AT","1985"
"Mold Library And Museum","CH7 1AP","1960-2017"
"Mompesson House","SP1 2EL","1952"
"Moneypennys Lock House","BT623RS","1995-1999"
"Monk's House","BN7 3HF","1982"
"Monks Hall Museum","M30 9RD","1961"
"Monkwearmouth Station Museum, Tyne And Wear Museums","SR5 1AP","1973"
"Monmouth Castle And Regimental Museum","NP25 3BS","1977"
"Monmouth Museum","NP25 3XA","1924"
"Mont Orgueil Castle","JE3 6DR","1929"
"Montacute House","TA15 6XP","1931"
"Montacute Tv Radio Toy Museum","TA15 6XD","1989"
"Montrose Air Station Museum","DD10 9BD","1992"
"Montrose Museum","DD10 8HE","1842"
"Monzie Castle","PH7 4HD","1960-2017"
"Moorcroft Museum","ST6 2DQ","1989"
"Moravian Museum","LS28 8NT","1969"
"Moray Motor Museum","IV30 4DE","1992"
"Morayvia","IV36 3YA","2015"
"Moretonhampstead Motor Museum","TQ13 8LG","2013"
"Morita Museum Of Fine Art","EH9 2AX","2002"
"Morpeth Chantry Bagpipe Museum","NE61 1PJ","1987"
"Morris Motors Museum","OX29 8LA","2004"
"Mortehoe Museum","EX34 7DT","1996"
"Morwellham Quay Museum","PL19 8JL","1970"
"Moseley Industrial Narrow Gauge Tramway And Toy Museum","TR15 3TA","1969"
"Moseley Old Hall","WV10 7HY","1963"
"Motoring Heritage Centre","G83 0UG","1995"
"Mottisfont Abbey","SO51 0LP","1957"
"Mouldsworth Motor Museum","CH3 8AR","1971"
"Moulin Kirk Heritage Centre","PH16 5QY","2006"
"Mount Edgcumbe House","PL10 1HZ","1985"
"Mount Stewart","BT22 2AD","1977"
"Mount Stuart","PA20 9LR","1995"
"Mountfitchet Castle Experience","CM24 8SP","1985"
"Mountsorrel And Rothley Community Heritage Centre","LE7 7UE","2016"
"Mow Cop Chapel Museum","ST7 3NA","1960-2008"
"Moyses Hall Museum","IP33 1DX","1899"
"Mr Georges Museum of Time","NE47 6ET","2012"
"Mr Potters Museum Of Curiosities","PL15 7TS","1880"
"Mr Straws House","S81 0JG","1993"
"Mr Vacuum Cleaner Museum","DE75 7NR","2010"
"Mrs Smiths Cottage","LN5 0EP","1999"
"Mshed","BS1 4RN","2011"
"Much Hadham Forge Museum","SG10 6BS","1991"
"Much Wenlock Museum","TF13 6HR","1975"
"Mull Museum","PA75 6NY","1986"
"Mullaghbawn Folk Museum","BT35 0AA","1965"
"Muncaster Castle & Gardens","CA18 1RQ","1960-2017"
"Mundesley Maritime Museum","NR11 8BG","1995"
"Murdoch House","TR15 2BU","1960-2017"
"Murrayfield Experience","EH12 5PJ","1986"
"Murrays Motorcycle Museum","IM4 1EN","1958"
"Museum 4 Watton","IP25 6AG","2018"
"Museum At Muller House","BS6 6DA","1960-2017"
"Museum At The Mill","BT36 5QA","2010"
"Museum Bharraigh Agus Bhatarsaidh","HS9 5XD","1982"
"Museum Cheann Aloch","HS2 9PT","1984"
"Museum In The Park","GL5 4AF","1897"
"Museum Nan Eilean, Sgoil Lionacleit","HS7 5JP","1989"
"Museum Nan Eilean, Steornabhagh","HS1 2NF","1996"
"Museum No. 2. Monocotyledons and Cryptogams","TW9 3AE","1857"
"Museum Of Abernethy","PH2 9JJ","2000"
"Museum Of Agricultural Bygones","BN8 5UT","1978"
"Museum Of Amusements","CH3 9QF","1945-2017"
"Museum Of Antiquities, Newcastle","NE1 7RU","1960"
"Museum Of Antiquities","SL4 6EW","2016"
"Museum Of Archaeology And Anthropology, University Of Cambridge","CB2 3DZ","1884"
"Museum Of Army Flying","SO20 8DY","1947"
"Museum Of Army Music","TW2 7DU","1989"
"Museum Of Army Transport","HU17 0NG","1981"
"Museum Of Barnstaple And North Devon","EX32 8LN","1989"
"Museum Of Bath Architecture","BA1 5NA","1992"
"Museum Of Bath At Work","BA1 2RH","1978"
"Museum Of Bath Stone","BA2 5HZ","2013"
"Museum Of Berkshire Aviation","RG5 4UE","1993"
"Museum Of Bookbinding","BA1 1JW","1977"
"Museum Of Brands, Packaging & Advertising","W11 1QT","1984"
"Museum Of British Beer - The World Of Brewing","SE1 2LL","1980"
"Museum Of British Surfing","EX33 1AA","2012"
"Museum Of Cambridge","CB3 0AQ","1936"
"Museum Of Cannock Chase","WS12 5TD","1989"
"Museum Of Carpet","DY10 3AS","1981"
"Museum Of Childhood (Edinburgh)","EH1 1TG","1955"
"Museum Of Childhood And Costume","WS15 3NL","1956"
"Museum Of Childhood Memories","LL58 8AP","1973"
"Museum Of Childhood","LL59 5DD","1960-1982"
"Museum Of Classical Archaeology, University Of Cambridge","CB3 9DA","1884"
"Museum Of Communication","KY3 9AA","1979"
"Museum Of Computing @ Swindon","SN1 1QN","2003"
"Museum Of Cornish Methodism","TR16 5RB","1982"
"Museum Of Costume & Textiles, Nottingham","NG1 6AF","1976"
"Museum Of Country And Agriculture","PO30 3AN","1978"
"Museum Of Dartmoor Life","EX20 1HQ","1981"
"Museum Of Dentistry, University Of Liverpool","L3 5PS","1880"
"Museum Of Design In Plastics","BH12 5HH","1988"
"Museum Of Domestic Design And Architecture","NW9 5HF","1976"
"Museum Of East Anglian Life","IP14 1DL","1965"
"Museum Of East Asian Art","BA1 2QL","1993"
"Museum Of Edinburgh","EH8 8DD","1932"
"Museum Of English Rural Life","RG1 5EX","1951"
"Museum Of Entertainment","PE12 6SF","1979"
"Museum Of Eton Life","SL4 6DB","1985"
"Museum Of Farming Life","AB41 7PD","1977"
"Museum Of Farnham","GU9 7DX","1961"
"Museum Of Gardening","PO18 0QZ","1980-1989"
"Museum Of Gloucester","GL1 1HP","1860"
"Museum Of Hartlepool","TS24 0XF","1996"
"Museum Of Island History","PO30 1TY","1996"
"Museum Of Islay Life","PA48 7UA","1977"
"Museum Of Isle Of Wight Geology","PO36 8AF","1923"
"Museum Of Knots & Sailors Ropework","IP2 8LL","1996"
"Museum Of Lakeland Life And Industry","LA9 5AL","1971"
"Museum Of Lancashire","PR1 4YP","1972"
"Museum Of Lead Mining","ML12 6UT","1974"
"Museum Of Lincolnshire Life","LN1 3LY","1969"
"Museum Of Liverpool Life","L3 1DG","1993"
"Museum Of Liverpool","L3 1DG","2011"
"Museum Of Local Crafts And Industries","BB11 3RQ","1971"
"Museum Of Local History","BL2 3LE","1979"
"Museum Of Local Life","WR1 2NA","1971"
"Museum Of London Docklands","E14 4AL","2003"
"Museum Of London","EC2Y 5HN","1976"
"Museum Of Magic - Davenports Magic Kingdom","NR28 0NB","2013"
"Museum Of Mankind","W1J 0PE","1970"
"Museum Of Military Medicine","GU12 5RQ","1981"
"Museum Of Modern Art, Machynlleth","SY20 8AJ","1994"
"Museum Of Motoring Memories","EX24 6QQ","2003"
"Museum Of North Craven Life","BD24 9HS","1977"
"Museum Of Norwich At The Bridewell","NR2 1AQ","1925"
"Museum Of Nottingham Life, Brewhouse Yard","NG7 1FB","1976"
"Museum Of Orange Heritage - Schomberg House","BT6 9EY","2015"
"Museum Of Orange Heritage - Sloan's House","BT61 8HZ","2015"
"Museum Of Oxford","OX1 1BX","1975"
"Museum Of Piping","G4 0HW","1995"
"Museum Of Policing In Cheshire","WA1 1LQ","2007"
"Museum Of Power","CM9 6QA","1997"
"Museum Of RAF Firefighting","LN1 2UJ","2002"
"Museum Of Rail Travel","BD21 5AX","1990"
"Museum Of Richmond","TW9 1TP","1988"
"Museum Of Royal Worcester","WR1 2NE","1951"
"Museum Of Scottish Lighthouses","AB43 9DU","1995"
"Museum Of Scottish Tartans","PH6 2DW","1979"
"Museum Of Soho","W1V 5HH","1991"
"Museum Of Somerset","TA1 4AA","1849"
"Museum Of South Somerset","BA20 1UN","1924"
"Museum Of Speed","SA33 4NY","1996"
"Museum Of St Albans","AL1 3RR","1898"
"Museum Of Street Lighting","SG12 9TA","1975"
"Museum Of Sussex Folklore","BN14 7NN","1981"
"Museum Of Technology - The History Of Gadgets And Gizmos","PE12 0QR","1999"
"Museum Of The British Resistance Organisation","IP13 9AF","1997"
"Museum Of The Broads","NR12 9DA","1996"
"Museum Of The Cumbraes","KA28 0DG","1978"
"Museum Of The Gorge","TF8 7AW","1977"
"Museum Of The History Of Science, University Of Oxford","OX1 3AZ","1924"
"Museum Of The History Of The Fishing Industry","TQ5 8AW","1982"
"Museum Of The Home","SA71 4LB","1986"
"Museum Of The Horse, Tuxford","NG22 0LA","1960-2017"
"Museum Of The Iron Age","SP10 1DP","1986"
"Museum Of The Isles","IV45 8RS","1984"
"Museum Of The Jewellery Quarter","B18 6HA","1992"
"Museum Of The Lancashire Textile Industries","BB4 4NP","1967"
"Museum Of The Manchester Regiment","OL6 6DL","1987"
"Museum Of The Moving Image","SE1 8XT","1988"
"Museum Of The Northamptonshire Regiment","NN1 5LW","1933"
"Museum Of The Post Office In The Community","TF7 5UD","2009"
"Museum Of The Royal Irish Regiment","BT43 7BH","1993"
"Museum Of The Royal Pharmaceutical Society","E1W 1AW","1842"
"Museum Of The Royal Philatelic Society London","W1G 6JY","1869"
"Museum Of The South Lancashire Regiment (pwv)","WA2 7QS","1931"
"Museum Of The University Of St Andrews","KY16 9AR","2008"
"Museum Of Transport, Greater Manchester","M8 8UL","1978"
"Museum Of Victorian Science","YO21 2QL","2000"
"Museum Of Wigan Life","WN1 1NU","1992"
"Museum Of Wiltshire Rural Life","SN8 1RF","1979"
"Museum Of Wimbledon","SW19 4QN","1974"
"Museum Of Witchcraft","PL35 0HD","1951"
"Museum On The Mound","EH1 1YZ","2006"
"Museum of Army Chaplaincy","SN6 8EU","1968"
"Museum of Automata","YO1 1SA","1990"
"Museum of British Forestry","TW9 3AE","1910"
"Museum of Classic Sci-Fi","NE47 9BJ","2018"
"Museum of Classical Archaeology (UCL Collections)","WC1E 6BT","1960-1997"
"Museum of Comedy","WC1A 2SA","2014"
"Museum of Economic Botany","TW9 3AE","1857"
"Museum of Fire","EH3 9DE","1969"
"Museum of Funeral History","EC1R 4SL","2017"
"Museum of Nautical Art","TR18 4AF","1960-1971"
"Museum of Scottish Railways","EH51 9AQ","1995"
"Museum of Timekeeping","NG23 5TE","1994"
"Museum of Whitby Jet","YO22 4DE","2019"
"Museum of the Book","E14 7PQ","2011"
"Museum of the Mercian Regiment (WFR Collection)","NG9 5HA","1965"
"Museum of the Order of St John","EC1M 4DA","1890"
"Museum of the Staffordshire Yeomanry (Queen's Own Royal Regiment)","ST16 2HS","1992"
"Museum of the Wagoners' Special Reserve","YO25 3XQ","1960-2017"
"Musgrave Museum","BN21 3PL","1983"
"Musselburgh Doll Museum","EH21 7DX","2004"
"Musselburgh Museum","EH21 7BZ","2011"
"Muthill Village Museum","PH5 2AR","1980"
"Myreton Motor Museum","EH32 0PZ","1966"
"Nairn Fishertown Museum","IV12 4NZ","1977"
"Nairn Museum","IV12 4EE","1949"
"Nantclywd Y Dre","LL15 1DP","2007"
"Nanteos","SY23 4LU","1967"
"Nantgarw China Works Museum","CF15 7TB","1991"
"Nantwich Museum","CW5 5BQ","1980"
"Narberth Museum","SA67 7BH","1989"
"Naseby Battle And Farm Museum","NN6 7DD","1995"
"National Army Museum","SW3 4HT","1960"
"National Badminton Museum","MK8 9LA","2003"
"National Centre For Popular Music","S1 2QQ","1999"
"National Civil War Centre - Newark Museum","NG24 1JY","2015"
"National Coal Mining Museum For England","WF4 4RH","1988"
"National Coastguard Museum","YO15 1EA","1976"
"National Coracle Museum","SA38 9JL","1991"
"National Cycle Museum (Llandrindod Wells)","LD1 5DL","1997"
"National Cycle Museum","LN1 1YW","1979"
"National Dairy Museum","SO40 7EH","1978"
"National Dragonfly Museum","PE8 5LB","1995"
"National Emergency Services Museum","S3 8PT","1983"
"National Fencing Museum","WR8 0DN","2002"
"National Football Museum","M4 3BG","2001"
"National Gallery Of Scotland","EH2 2EL","1850"
"National Gallery","WC2N 5DN","1824"
"National Gas Museum","LE2 7QH","1977"
"National Gypsy Museum","TR20 8TJ","1960-1993"
"National Heritage Centre For Horseracing And Sporting Art","CB8 8EP","1983"
"National Justice Museum","NG1 1HN","1995"
"National Lifeboat Museum","BS1 4RN","1979"
"National Maritime Museum Cornwall","TR11 3QY","1981"
"National Maritime Museum","SE10 9NF","1934"
"National Mining Museum Scotland","EH22 4QN","1984"
"National Mining Museum, Lound Hall","DN22 8RS","1976"
"National Motor Museum","SO42 7ZN","1972"
"National Motorcycle Museum","B92 0EJ","1984"
"National Museum Cardiff","CF10 3NP","1912"
"National Museum Of Flight","EH39 5LF","1975"
"National Museum Of Gardening","TR13 0AB","1998"
"National Museum Of Rural Life","EH28 8NB","1982"
"National Museum Of Scotland","EH1 1JF","1854"
"National Museum of The Royal Navy, Hartlepool","TS24 0SQ","2016"
"National Museum of The Royal Navy, Portsmouth","PO1 3NH","1911"
"National Needlework Archive","RG19 6HW","2010"
"National Paralympic Heritage Centre","HP21 9PP","2019"
"National Poo Museum","PO36 9EB","2018"
"National Portrait Gallery","WC2H 0HE","1856"
"National Railway Museum","YO26 4XJ","1975"
"National Roman Legion Museum","NP18 1AE","1850"
"National Science And Media Museum","BD1 1NQ","1983"
"National Sikh Heritage Centre & Holocaust Museum","DE23 8NT","2008"
"National Slate Museum","LL55 4TY","1972"
"National Space Centre","LE4 5NS","2001"
"National Stone Centre","DE4 4LS","1996"
"National Tramway Museum","DE4 5DP","1962"
"National Trust Museum Of Childhood","DE6 5HT","1974"
"National Videogame Museum","S3 8LN","2015"
"National War Museum Of Scotland","EH1 2NG","1930"
"National Waterfront Museum","SA1 3RD","2005"
"National Waterways Museum","CH65 4FW","1976"
"National Wool Museum","SA44 5UP","1976"
"Natural History Collections, University Of Edinburgh","EH9 3JT","1697"
"Natural History Museum At Tring","HP23 6AP","1937"
"Natural History Museum, Colchester","CO1 1DN","1958"
"Natural History Museum","SW7 5BD","1881"
"Nature In Art Gallery And Museum","GL2 9PA","1982"
"Naughton Gallery","BT7 1NN","2001"
"Nautical Museum","IM9 1AX","1951"
"Navan Centre & Fort","BT60 4LD","1993"
"Nazeing Glass Museum Of The 20th Century British Domestic Glass","EN10 6SU","2008"
"Neath Museum And Art Gallery","SA11 1DU","1988"
"Needles Old Battery & New Battery","PO39 0JH","1982"
"Nelson Monument","EH7 5AA","1816"
"Nelson Tower","IV36 2QN","1866"
"Nene Valley Railway","PE8 6LR","1972"
"Ness Heritage Centre","HS2 0TG","1985"
"Nether Winchendon House","HP18 0DY","1950-1959"
"Neuadd Goffa Memorial Institute","LL20 7DB","1911"
"New Farm Aviation Heritage Museum","NR12 7NG","2016"
"New Forest Heritage Centre","SO43 7NY","1988"
"New Glynn Valley Tramway & Industrial Heritage Trust Museum","LL20 7HE","2016"
"New Hall Art Collection","CB3 0DF","1986"
"New Hall","TN29 0LF","1960-1969"
"New Lanark Visitor Centre","ML11 9DB","1989"
"New Mills Heritage And Information Centre","SK22 3BN","1989"
"New Place / Nashs House","CV37 6EP","1862"
"New Quay Heritage Centre","SA45 9NZ","1960-2017"
"New Walk Museum And Art Gallery","LE1 7EA","1849"
"Newark Air Museum","NG24 2NY","1973"
"Newark Museum","NG24 1JY","1912"
"Newark Town Hall Museum And Art Gallery","NG24 1DU","1999"
"Newarke Houses Museum","LE2 7BY","1939"
"Newbiggin Maritime Centre","NE64 6DB","2011"
"Newburn Hall Motor Museum","NE15 8PY","1979"
"Newby Hall & Gardens","HG4 5AE","1945-1956"
"Newcastle Castle","NE1 1RQ","2015"
"Newent Market House Museum","GL18 1PS","1999"
"Newham Grange Farm Museum","TS8 0TG","1976"
"Newhaven Fort","BN9 9DS","1988"
"Newhaven Heritage Museum","EH6 4LD","1994"
"Newhaven Museum","BN9 0DH","1971"
"Newhouse","SP5 2NX","1960-2017"
"Newliston","EH29 9EB","1960-2017"
"Newlyn Art Gallery","TR18 5PZ","1895"
"Newman Brothers at the Coffin Works","B3 1JP","2014"
"Newport Museum And Art Gallery","NP20 1PA","1888"
"Newport Pagnell Historical Society Museum","MK16 0EW","1984"
"Newport Roman Villa","PO30 1HA","1927"
"Newport Street Gallery","SE11 6AJ","2015"
"Newquay Heritage Archive And Museum","TR7 2PY","2014"
"Newry And Mourne Museum","BT34 2DA","1986"
"Newstead Abbey","NG15 8GL","1931"
"Newton Abbot Town And Great Western Railway Museum","TQ12 2HP","1988"
"Newtown Old Town Hall","PO30 4PA","1933"
"Newtown Textile Museum","SY16 2BL","1967"
"Nicholson Museum & Art Gallery","ST13 6DW","1884"
"Nidderdale Museum","HG3 5LE","1975"
"No 1 The Royal Crescent","BA1 2LR","1970"
"No. 42","DL14 7PB","2016"
"Noahs Ark Museum","PL23 1AH","1971"
"Noirmont Command Bunker","JE3 8JA","1977"
"Norfolk & Suffolk Aviation Museum","NR35 1NZ","1972"
"Norfolk Motorcycle Museum","NR28 0DS","1993"
"Norfolk Museum Of Freemasonry","NR2 1JR","2018"
"Norfolk Museum Of Straw Works","NR11 7HH","1985"
"Norfolk Tank Museum","NR16 1HZ","2011"
"Norfolks Golden Fleece Heritage Museum","NR28 9LR","1945-2010"
"Norham Station Museum","TD15 2LW","1970"
"Normanby Hall","DN15 9HU","1964"
"Normanton Church Museum","LE15 8RP","1985"
"Norris Museum","PE27 5BX","1931"
"North Ayrshire Heritage Centre","KA21 5AA","1959"
"North Berwick Museum","EH39 4JU","1957"
"North Carr Lightship","KY10 3EA","1976"
"North Cornwall Museum And Art Gallery","PL32 9PL","1973"
"North Devon Maritime Museum","EX39 1PT","1974"
"North Down Museum","BT20 4BT","1984"
"North East Bus Museum","NE10 8YY","1986"
"North East Land, Sea And Air Museum","SR5 3HZ","1982"
"North Frodingham Local History Museum","YO25 8LE","2010"
"North Hertfordshire Museum","SG5 1JE","2019"
"North Ings Farm Museum","LN4 3QB","1990"
"North Lanarkshire Heritage Centre","ML1 3HU","1996"
"North Leverton Windmill","DN22 0BA","1960-2017"
"North Lincolnshire Museum","DN15 7BD","1911"
"North Norfolk Railway Museum","NR26 8RA","1976"
"North Walsham Heritage Centre","NR28 9DQ","2018"
"North Weald Airfield Museum","CM16 6AA","1990"
"North West Museum Of Road Transport","WA10 1DU","1991"
"North Woolwich Old Station Museum","E16 2JJ","1984"
"North Yorkshire Moors Railway","YO18 7AJ","1973"
"Northampton And Lamport Railway","NN6 8BA","1995"
"Northampton Museum And Art Gallery","NN1 1DP","1865"
"Northamptonshire Yeomanry Section Of Borough Combined Services Museum","NN1 5LW","1974"
"Northern Ireland War Memorial","BT1 2LD","1963"
"Northern Irelands Secret Bunker - Cold War Museum","BT62 1QU","2010"
"Northlands Viking Centre","KW1 4XP","1983"
"Northumberland Hussars Museum","NE1 4JA","1983"
"Norton Collection Museum","B61 0DD","1972"
"Norton Conyers","HG4 5EQ","1960-2017"
"Norton Priory Museum And Gardens","WA7 1SX","1982"
"Nortons Farm Museum","TN33 0SG","1985"
"Norwich Castle Museum & Art Gallery","NR1 3JQ","1894"
"Norwich Telephone Museum","NR2 1AT","1978"
"Nostell Priory","WF4 1QE","1953"
"Nothe Fort Weymouth","DT4 8UF","1980"
"Nottingham Castle Museum And Art Gallery","NG1 6EL","1878"
"Nottingham Industrial Museum","NG8 2AE","1971"
"Nottingham Natural History Museum","NG8 2AE","1926"
"Nuffield Place","RG9 5RY","1980"
"Nuneaton Heritage Centre","CV11 4LU","1954"
"Nuneaton Museum And Art Gallery","CV11 5TU","1917"
"Nunnington Hall","YO62 5UY","1952"
"Nunwell House","PO36 0JQ","1960-2017"
"Nursing History Museum","ST13 7FA","1984"
"Nymans","RH17 6EB","1997"
"Oak House","B70 8HJ","1898"
"Oakham Castle","LE15 6DR","1960-2017"
"Oakham Treasures","BS20 7SP","2008"
"Oakhill Manor Museum","BA3 5AQ","1978"
"Oakhurst Cottage","GU8 4HF","1952"
"Oakwell Hall Country Park","WF17 9LG","1928"
"Oban Museum","PA34 5AB","1965"
"Oban War & Peace Museum","PA34 5PX","1996"
"Octavia Hill Birthplace Museum","PE13 1JE","1993"
"Oh Yeah Music Centre","BT1 2LG","2007"
"Old Bell Museum","SY15 6RA","1979"
"Old Bridge House Museum","DG2 7BE","1959"
"Old Brook Pumping Station","ME4 4AJ","1984"
"Old Buittle Tower","DG7 1PA","1992-1997"
"Old Byre Heritage Centre","PA75 6QR","1974-1975"
"Old Chapel Museum","BB7 9PZ","2017"
"Old Crown Court And Cells","DT1 1UZ","1974"
"Old Forge Museum (Alfriston)","BN26 5UT","1960-1993"
"Old Forge Museum (Great Tew)","OX7 4DB","1960-1969"
"Old Gala House Museum","TD1 3JS","1988"
"Old Gaol Museum Buckingham","MK18 1JX","1993"
"Old Guildhall Museum","PL13 1BP","1974"
"Old Haa Museum","ZE2 9AY","1984"
"Old Kiln Museum","TR1 3BD","1975"
"Old Merchant's House","NR30 2RG","1949"
"Old Operating Theatre, Museum & Herb Garret","SE1 9RY","1957"
"Old Police Cells Museum","BN1 1JA","2005"
"Old Post Office, Tintagel","PL34 0DB","1903"
"Old Rectory Museum","LE11 1UW","1988"
"Old School Museum","AB41 7GX","2004"
"Old Speech Room Gallery, Harrow School","HA1 3HP","1976"
"Old Town Gaol","CT16 1DQ","1988"
"Oldham Local Interest Centre","OL1 1DN","1972"
"Oldmills Working Mill","IV30 1YH","1986"
"Oldway Mansion","TQ3 2TY","1945-1960"
"Oliver Cromwells House","CB7 4HF","1990"
"Open Treasure","DH1 3EH","1978"
"Ordsall Hall Museum","M5 3AN","1972"
"Orford Museum","IP12 2ND","2005"
"Oriel Davies Gallery","SY16 2NZ","1960-2017"
"Oriel Plas Glyn Y Weddw","LL53 7TT","1960-2017"
"Oriel Y Parc Gallery & Visitor Centre","SA62 6NW","1960-2017"
"Oriel Ynys Mon","LL77 7TQ","1991"
"Orkney Fossil & Heritage Centre","KW17 2SS","1992"
"Orkney Museum","KW15 1DH","1968"
"Orkney Wireless Museum","KW15 1LB","1984"
"Orleans House Gallery","TW1 3DJ","1972"
"Ormesby Hall","TS7 9AS","1961"
"Osborne House","PO32 6JX","1954"
"Osterley Park House","TW7 4RB","1949"
"Oswestry Town Museum","SY13 3AL","2012"
"Otford Heritage Centre","TN14 5PP","1945-2017"
"Otley Museum","LS21 1TZ","1977"
"Otter Gallery","PO19 6PE","2000"
